title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes
Jani Dueñas: Grandes fracasos de ayer y hoy,MOVIE,2018,Uk,77,comedy,"CL, MX, US",1,4,71
Arango y Sanint: Ríase el show,MOVIE,2018,Uk,62,comedy,CO,1,4,42
Doob,MOVIE,2017,Uk,102,drama,"IN, BD",1,6,1863
Adel Karam: Live from Beirut,MOVIE,2018,R,59,comedy,LB,1,5,144
Love and Shukla,MOVIE,2017,Uk,117,"romance, comedy, drama",IN,1,7,933
Alejandro Riaño: Especial de stand up,MOVIE,2018,Uk,60,comedy,CO,1,4,69
Birdshot,MOVIE,2017,Uk,116,"thriller, drama",PH,1,6,781
Kavin Jay : Everybody Calm Down!,MOVIE,2018,Uk,53,"comedy, documentation",XX,1,5,232
Mau Nieto: viviendo sobrio… desde el bar,MOVIE,2018,Uk,57,comedy,MX,1,6,80
Coco y Raulito: Carrusel de ternura,MOVIE,2018,PG-13,56,comedy,MX,1,6,39
First Love,MOVIE,2018,Uk,122,"drama, romance",PH,1,6,149
Fernando Sanjiao: Hombre,MOVIE,2018,Uk,63,comedy,AR,1,6,57
Highland: Thailand's Marijuana Awakening,SHOW,2017,TV-MA,20,documentation,US,1,6,24
Ricardo Quevedo: Hay gente así,MOVIE,2018,Uk,58,comedy,CO,1,6,104
Si saben cómo me pongo ¿Pa' qué me invitan?,MOVIE,2018,Uk,89,"romance, comedy",CO,1,4,216
The Lost Café,MOVIE,2018,Uk,76,"drama, comedy","NO, NG",1,6,24
Zoé: Panoramas,MOVIE,2017,PG,89,"music, documentation",XX,1,6,77
Fabrizio Copano: solo pienso en mí,MOVIE,2017,Uk,59,comedy,CL,1,5,33
Good Game: The Beginning,MOVIE,2018,PG-13,104,"comedy, drama, sport",TR,1,4,1796
Santo cachón,MOVIE,2018,Uk,87,comedy,CO,1,4,53
Pinky Memsaab,MOVIE,2018,Uk,124,"drama, family",PK,1,6,521
Heaven Without People,MOVIE,2017,Uk,91,drama,LB,1,7,1249
"Edmilson Filho: Notas, Comedy about Relationships",MOVIE,2018,Uk,79,comedy,BR,1,5,20
Hadithi za Kumekucha: Fatuma,MOVIE,2018,Uk,85,drama,TZ,1,7,8
Echcharikkai,MOVIE,2018,Uk,134,"thriller, crime, drama",IN,1,6,307
Nathicharami,MOVIE,2018,Uk,116,drama,IN,1,7,316
Ayana,MOVIE,2017,Uk,112,"drama, documentation",KG,1,7,128
Table Manners,MOVIE,2018,Uk,105,"comedy, drama","ZA, CA",1,5,43
Salam - The First ****** Nobel Laureate,MOVIE,2018,Uk,75,documentation,US,1,7,414
Todd Glass: Act Happy,MOVIE,2018,Uk,62,comedy,US,1,5,366
Lilli,MOVIE,2018,PG,91,thriller,IN,1,5,278
Eve's Apple,MOVIE,2017,Uk,90,"documentation, european",ES,1,5,86
Enissa Amani: Ehrenwort,MOVIE,2018,PG,65,"comedy, european",US,1,5,194
Kingdom of Us,MOVIE,2017,Uk,109,"documentation, drama",GB,1,7,887
Aruna & Her Palate,MOVIE,2018,Uk,106,"romance, drama",ID,1,7,765
Into the Wind,MOVIE,2018,Uk,76,"drama, european",CZ,1,4,42
Baby Mamas,MOVIE,2018,Uk,93,"drama, comedy",ZA,1,6,63
The Break with Michelle Wolf,SHOW,2018,TV-MA,30,comedy,US,1,5,1862
Lynne Koplitz: Hormonal Beast,MOVIE,2017,Uk,51,comedy,US,1,6,417
Jindua,MOVIE,2017,Uk,140,"romance, comedy, family",IN,1,6,275
Yoo Byung Jae: Too Much Information,MOVIE,2018,Uk,63,comedy,KR,1,5,53
Ask the Doctor,SHOW,2017,Uk,28,documentation,AU,3,6,289
Sei,MOVIE,2018,Uk,128,"thriller, action, crime",IN,1,4,64
Christmas Catch,MOVIE,2018,Uk,80,"romance, comedy, crime",CA,1,5,1428
Project Papa,MOVIE,2018,G,97,drama,XX,1,6,35
Kibaoh Klashers,SHOW,2017,TV-Y7,24,scifi,CN,2,6,17
#FriendButMarried,MOVIE,2018,Uk,102,"romance, comedy, drama",ID,1,6,695
Mr. Chandramouli,MOVIE,2018,Uk,122,"romance, sport, comedy",IN,1,5,234
Sebastián Marcelo Wainraich,MOVIE,2018,Uk,49,comedy,AR,1,6,105
Dhh,MOVIE,2018,R,128,"drama, family",IN,1,7,320
Three Words to Forever,MOVIE,2018,Uk,106,"drama, romance, comedy, family",XX,1,6,109
In Line,MOVIE,2017,Uk,115,drama,NG,1,6,34
Unexpectedly Yours,MOVIE,2017,Uk,120,"romance, comedy",PH,1,6,178
Next Enti?,MOVIE,2018,Uk,157,"drama, romance, comedy",XX,1,4,159
The Sound of Your Heart: Reboot,SHOW,2018,Uk,34,comedy,KR,2,5,134
Luo Bao Bei,SHOW,2018,TV-Y,11,animation,,1,8,38
Harith Iskander: I Told You So,MOVIE,2018,Uk,61,comedy,US,1,4,172
Memories of Love,SHOW,2018,TV-PG,44,"drama, romance",CN,1,5,16
Wedy Atkalam,MOVIE,2018,Uk,72,"drama, comedy",KW,1,5,17
Kanavu Variyam,MOVIE,2017,G,118,"scifi, family, drama",IN,1,6,144
We Speak Dance,SHOW,2018,TV-MA,22,documentation,US,1,7,148
Simplemente Manu NNa,MOVIE,2017,Uk,71,comedy,MX,1,5,50
For the Broken Hearted,MOVIE,2018,Uk,92,drama,PH,1,6,94
King of Peking,MOVIE,2017,Uk,88,"comedy, drama","US, CN, AU",1,6,364
Babamın Ceketi,MOVIE,2018,Uk,100,comedy,TR,1,4,854
Until Midnight,MOVIE,2018,R,78,"drama, thriller",AE,1,6,717
Fakkah Fuzz: Almost Banned,MOVIE,2018,Uk,60,comedy,XX,1,4,56
Vir Das: Losing It,MOVIE,2018,PG-13,67,comedy,US,1,7,1238
What Did I Mess,MOVIE,2018,PG-13,100,"romance, comedy",LB,1,7,695
YG Future Strategy Office,SHOW,2018,TV-MA,27,comedy,KR,1,6,204
Dilan 1990,MOVIE,2018,Uk,109,"romance, drama",ID,1,7,3294
Ascharya Fuck It,MOVIE,2018,Uk,90,"thriller, drama, romance",IN,1,5,904
Fary Is the New Black,MOVIE,2018,Uk,74,"comedy, european",FR,1,5,132
Brij Mohan Amar Rahe!,MOVIE,2018,Uk,100,"comedy, drama, crime",IN,1,7,3759
W. Kamau Bell: Private School Negro,MOVIE,2018,Uk,65,comedy,US,1,6,770
Pandigai,MOVIE,2017,R,150,"thriller, action, romance",IN,1,6,285
The Bridge,MOVIE,2017,Uk,115,"romance, drama",CA,1,5,36
Hajwala 2: Mysterious Mission,MOVIE,2018,PG-13,115,"action, comedy",AE,1,4,91
Satria Heroes: Revenge of the Darkness,MOVIE,2017,Uk,92,"drama, fantasy, scifi, action",ID,1,4,69
Fan of Amoory,MOVIE,2018,G,91,drama,AE,1,5,35
Bogda,MOVIE,2018,Uk,160,drama,IN,1,7,52
Rise: Ini Kalilah,MOVIE,2018,Uk,102,drama,MY,1,5,40
What She Put on the Table,SHOW,2017,TV-14,85,drama,TW,1,7,30
Meghnadbodh Rohoshyo,MOVIE,2017,Uk,122,thriller,IN,1,6,491
The Suit,MOVIE,2018,Uk,96,"comedy, family, action, drama",EG,1,5,1608
Afronta!,SHOW,2017,TV-PG,44,documentation,BR,1,7,8
Learning Songs by Little Baby Bum: Nursery Rhyme Friends,SHOW,2017,TV-Y,30,"music, animation, family",,1,4,9
Finally Found Someone,MOVIE,2017,Uk,118,"comedy, romance",PH,1,5,229
Super Monsters Save Halloween,MOVIE,2018,Uk,24,"animation, family",US,1,5,27
Elf Pets: Santa's St. Bernards Save Christmas,MOVIE,2018,G,26,"animation, fantasy",US,1,5,95
Catch.er,MOVIE,2017,Uk,81,"crime, drama",NG,1,4,30
Panoptic,MOVIE,2017,Uk,79,documentation,"AE, LB",1,6,59
Komola Rocket,MOVIE,2018,Uk,95,drama,BD,1,7,1017
Lara and the Beat,MOVIE,2018,Uk,137,"drama, music, romance",NG,1,6,146
Luna Petunia Return to Amazia,SHOW,2018,TV-Y,24,animation,US,2,4,48
Si Doel the Movie,MOVIE,2018,Uk,85,"drama, comedy, romance",ID,1,6,415
Bahasha,MOVIE,2018,Uk,85,drama,TZ,1,7,23
Selling Sunset,SHOW,2019,TV-MA,35,reality,US,5,6,5482
I Think You Should Leave with Tim Robinson,SHOW,2019,TV-MA,16,comedy,US,3,7,11411
ULTRAMAN,SHOW,2019,TV-14,24,"scifi, action, drama, fantasy, animation",JP,3,6,2025
Jurassic World: Camp Cretaceous,SHOW,2020,TV-PG,24,"action, family, scifi, animation",US,4,7,7423
The Circle,SHOW,2020,TV-MA,52,reality,US,5,7,6380
Are You Afraid of the Dark?,SHOW,2019,TV-PG,44,"thriller, horror, family, drama, fantasy",US,2,7,2151
In the Dark,SHOW,2019,TV-14,41,"comedy, drama, crime, horror, action",US,4,7,10927
Young Wallander,SHOW,2020,TV-MA,45,"crime, drama, thriller",GB,2,6,11039
Tuca & Bertie,SHOW,2019,TV-MA,24,"comedy, animation",US,2,7,6724
Feel Good,SHOW,2020,TV-MA,25,"drama, comedy, romance",GB,2,7,10317
Love Is Blind,SHOW,2020,TV-MA,54,"reality, romance",US,5,6,7655
Criminal: UK,SHOW,2019,TV-MA,44,"drama, thriller, crime",GB,2,7,17992
The Daily Life of the Immortal King,SHOW,2020,TV-14,19,"scifi, comedy, fantasy, animation, action",CN,2,7,1211
The Cursed,SHOW,2020,TV-MA,62,"scifi, drama, fantasy, thriller",KR,1,7,395
Get Organized with The Home Edit,SHOW,2020,TV-PG,42,reality,US,2,5,1454
Sweet Magnolias,SHOW,2020,TV-14,50,"drama, romance",US,2,7,17435
Raising Dion,SHOW,2019,TV-G,43,"scifi, drama",US,2,7,14464
Summerland,MOVIE,2020,PG,100,"romance, drama, war",GB,1,7,6052
Fantastic Fungi,MOVIE,2019,Uk,81,documentation,US,1,7,7890
The Dark Crystal: Age of Resistance,SHOW,2019,TV-PG,51,"scifi, drama, animation, fantasy, family, horror, action","GB, US",1,8,24164
Cocomelon,SHOW,2019,TV-PG,8,"animation, comedy, family","US, GB",4,4,522
The Movies That Made Us,SHOW,2019,TV-PG,47,"history, documentation, family",US,3,7,6147
Giri/Haji,SHOW,2019,TV-MA,58,"thriller, crime, drama",GB,1,7,13570
The Valhalla Murders,SHOW,2019,TV-MA,46,"thriller, crime, drama, scifi",IS,1,7,13038
Fast Color,MOVIE,2019,PG-13,102,"thriller, drama, scifi",US,1,6,6194
Barbarians,SHOW,2020,TV-MA,47,"action, drama, history",DE,1,7,23180
Marianne,SHOW,2019,TV-MA,49,"thriller, drama, horror",FR,1,7,14518
"Roswell, New Mexico",SHOW,2019,TV-14,42,"scifi, drama, romance",US,3,6,11928
To the Lake,SHOW,2019,TV-MA,43,"scifi, thriller, drama",RU,2,7,12456
Pokémon Journeys: The Series,SHOW,2020,TV-Y7,22,"animation, action, scifi, comedy, family, fantasy",JP,1,6,472
The Defeated,SHOW,2020,TV-MA,54,"drama, thriller",DE,1,7,5597
Occupation: Rainfall,MOVIE,2020,R,128,"action, scifi",AU,1,5,14122
The Old Ways,MOVIE,2020,R,90,"fantasy, thriller, drama, horror",US,1,5,5708
The Paper Tigers,MOVIE,2020,PG-13,108,"comedy, action",US,1,6,4144
Love on the Spectrum,SHOW,2019,TV-14,42,"reality, documentation, romance",AU,2,8,5210
Jiu Jitsu,MOVIE,2020,R,102,"fantasy, action, scifi, thriller, comedy","US, CY",1,2,8502
Bad Trip,MOVIE,2020,Uk,87,"comedy, reality","US, CA",1,6,23979
Away,SHOW,2020,TV-14,50,"scifi, drama, romance",US,1,6,23706
The Wind,MOVIE,2019,R,86,"western, thriller, horror",US,1,5,8078
The Pharmacist,SHOW,2020,TV-MA,54,"crime, documentation",US,1,7,6989
Ghost in the Shell: SAC_2045,SHOW,2020,TV-14,25,"scifi, animation, action, thriller, crime, drama",JP,2,6,2020
The Water Man,MOVIE,2020,PG,92,"action, drama, family, fantasy, thriller",US,1,5,3641
The Politician,SHOW,2019,TV-14,43,"comedy, drama",US,2,7,21887
The Untamed,SHOW,2019,TV-14,44,"action, comedy, romance, drama, fantasy, horror",CN,1,8,5963
The Family,SHOW,2019,TV-14,26,"documentation, sport, reality",US,1,6,3491
Daybreak,SHOW,2019,TV-MA,44,"scifi, drama, fantasy, horror, thriller, comedy, action",US,1,6,19398
The Disciple,MOVIE,2020,Uk,128,"drama, music",IN,1,7,2471
Kiss the Ground,MOVIE,2020,Uk,84,documentation,US,1,8,6607
The Comey Rule,SHOW,2020,TV-MA,82,"war, drama",US,1,7,8598
Merli: Dare to Know,SHOW,2019,TV-MA,48,"drama, comedy",ES,2,7,1711
Too Hot to Handle,SHOW,2020,TV-MA,42,"reality, romance",US,3,4,12001
The Night Clerk,MOVIE,2020,R,90,"thriller, crime, drama, romance",US,1,5,14600
DC Super Hero Girls,SHOW,2019,TV-PG,10,"scifi, comedy, family, fantasy, drama, animation, action",US,2,7,1193
"Yes, God, Yes",MOVIE,2020,R,78,"comedy, drama","GB, US",1,6,14496
Dark Desire,SHOW,2020,TV-MA,34,"drama, thriller",MX,2,6,7135
Unsolved Mysteries,SHOW,2020,TV-MA,49,"documentation, drama, thriller, crime",US,2,7,9391
We Summon the Darkness,MOVIE,2020,R,91,"horror, thriller, music, comedy",US,1,5,10056
Someone Great,MOVIE,2019,R,92,"romance, comedy",US,1,6,21501
Tread,MOVIE,2020,Uk,88,"crime, documentation",US,1,7,2861
Radium Girls,MOVIE,2020,Uk,102,"drama, history",US,1,6,1659
Sweetheart,MOVIE,2019,PG-13,82,"horror, thriller, scifi, drama, fantasy",US,1,5,8074
WHAT / IF,SHOW,2019,TV-MA,59,"drama, thriller",US,1,6,15135
Skylines,MOVIE,2020,R,113,"scifi, action","FR, LT, GB",1,4,7971
It's Okay to Not Be Okay,SHOW,2020,TV-MA,76,"drama, comedy, romance",KR,1,8,21104
Trinkets,SHOW,2019,TV-MA,26,"comedy, crime, drama",US,2,7,10263
Over the Moon,MOVIE,2020,PG,95,"family, fantasy, scifi, romance, animation, comedy","CN, US",1,6,21562
BEASTARS,SHOW,2019,TV-MA,23,"drama, romance, thriller, animation, crime, fantasy",JP,2,7,9440
Dorohedoro,SHOW,2020,TV-MA,24,"scifi, horror, animation, action, comedy, fantasy",JP,1,8,7813
Undercover,SHOW,2019,TV-MA,49,"drama, crime, thriller",BE,3,7,16773
Bonding,SHOW,2019,TV-MA,17,"comedy, drama",US,2,7,15871
Cheer,SHOW,2020,TV-MA,56,"documentation, sport, reality",US,2,8,6145
The Occupant,MOVIE,2020,R,103,"thriller, european, drama",ES,1,6,16939
Can You Keep a Secret?,MOVIE,2019,Uk,94,"comedy, romance",US,1,5,16049
Wu Assassins,SHOW,2019,TV-MA,44,"scifi, action, crime, drama, fantasy",US,1,6,12799
Greatest Events of WWII in Colour,SHOW,2019,Uk,50,"documentation, history, war",GB,1,8,8508
Pokémon the Movie: Secrets of the Jungle,MOVIE,2020,Uk,99,"action, family, fantasy, animation",JP,1,6,1817
Lego Jurassic World: Legend of Isla Nublar,SHOW,2019,TV-PG,22,"scifi, animation, comedy, family",CA,1,6,272
Green Eggs and Ham,SHOW,2019,TV-Y7,28,"action, family, fantasy, drama, animation, comedy, romance",US,2,8,2556
Crip Camp: A Disability Revolution,MOVIE,2020,R,108,"documentation, history",US,1,7,7264
American Factory,MOVIE,2019,Uk,110,documentation,US,1,7,21415
Stateless,SHOW,2020,TV-14,53,drama,AU,1,7,9218
Caliphate,SHOW,2020,TV-MA,48,"war, crime, drama, thriller",SE,1,8,17735
Down to Earth with Zac Efron,SHOW,2020,TV-PG,39,"documentation, history, reality",US,1,8,6446
Wine Country,MOVIE,2019,R,103,"comedy, drama",US,1,5,20836
Avengement,MOVIE,2019,Uk,90,"action, crime, thriller",GB,1,6,15426
Jeffrey Epstein: Filthy Rich,SHOW,2020,TV-MA,57,"crime, documentation",US,1,7,23216
The Wolf's Call,MOVIE,2019,Uk,115,"thriller, war, drama, action, scifi, european",FR,1,6,17236
Summertime,SHOW,2020,TV-MA,43,"drama, romance",IT,3,6,2573
L.A.'s Finest,SHOW,2019,TV-14,47,"drama, crime, thriller, action, comedy",US,2,6,7000
Holiday Secrets,SHOW,2019,Uk,38,drama,DE,1,6,1134
Almost Happy,SHOW,2020,TV-MA,27,comedy,AR,2,6,870
Interior Design Masters,SHOW,2019,Uk,57,reality,GB,3,6,1356
A Shaun the Sheep Movie: Farmageddon,MOVIE,2019,G,87,"comedy, animation, family, fantasy, scifi","GB, FR",1,6,13267
Dash & Lily,SHOW,2020,TV-14,25,"comedy, drama, romance",US,1,7,16978
Dare Me,SHOW,2019,TV-MA,43,"thriller, crime, reality",US,1,6,5098
Atlantics,MOVIE,2019,PG-13,106,"fantasy, drama, romance","SN, BE, FR",1,6,9306
Last Breath,MOVIE,2019,Uk,85,"documentation, european","BE, SE, GB",1,7,5447
The Gift,SHOW,2019,TV-MA,45,"scifi, drama, fantasy",TR,3,7,21582
We Have Always Lived in the Castle,MOVIE,2019,Uk,90,"thriller, drama",US,1,5,7063
Doom: Annihilation,MOVIE,2019,R,97,"scifi, horror, thriller, action",US,1,3,9200
October Faction,SHOW,2020,TV-MA,41,"drama, fantasy, horror, scifi",US,1,6,10854
Deaf U,SHOW,2020,TV-MA,20,"reality, drama",US,1,6,462
Blown Away,SHOW,2019,TV-PG,25,"reality, documentation, comedy, history",CA,2,7,2876
Girl on the Third Floor,MOVIE,2019,Uk,93,"thriller, drama, horror",US,1,4,9823
Medical Police,SHOW,2020,TV-MA,24,comedy,US,1,5,4136
The Great Hack,MOVIE,2019,Uk,114,"documentation, history",US,1,7,22838
Rocks,MOVIE,2019,Uk,93,drama,GB,1,7,4552
Selena: The Series,SHOW,2020,TV-PG,38,"drama, music",US,2,6,4435
White Lines,SHOW,2020,TV-MA,55,"thriller, crime, drama",GB,1,6,16506
Ophelia,MOVIE,2019,PG-13,106,"drama, history, romance, thriller, war","GB, US",1,6,10357
The Devil Next Door,SHOW,2019,TV-MA,46,"documentation, crime, history","US, IL",1,7,13084
Start-Up,SHOW,2020,TV-14,80,"drama, comedy, romance",KR,1,8,9021
The Last Blockbuster,MOVIE,2020,Uk,86,documentation,US,1,6,5350
Toy Boy,SHOW,2019,TV-MA,61,"crime, action, drama, thriller",ES,2,6,7371
Paradise Hills,MOVIE,2019,Uk,95,"fantasy, thriller, scifi, european","ES, US",1,5,22298
Dick Johnson Is Dead,MOVIE,2020,PG-13,89,"documentation, drama",US,1,7,6390
Rust Creek,MOVIE,2019,R,108,"thriller, crime, drama, horror",US,1,5,11136
Middleditch & Schwartz,SHOW,2020,TV-MA,51,comedy,US,1,8,5147
The Twelve,SHOW,2019,TV-MA,47,"thriller, drama",BE,1,7,5005
The Ripper,SHOW,2020,TV-MA,49,"crime, documentation",GB,1,7,9228
Teenage Bounty Hunters,SHOW,2020,TV-MA,49,"action, drama, crime, comedy",US,1,7,10821
GREAT PRETENDER,SHOW,2020,TV-MA,24,"action, comedy, crime, drama, animation",JP,1,7,4635
Fatima,MOVIE,2020,PG-13,113,"drama, war","PT, US",1,6,3032
Sword of Trust,MOVIE,2019,R,88,"comedy, drama",US,1,6,3558
Northern Rescue,SHOW,2019,TV-14,43,"drama, family",CA,1,7,4105
The Sleepover,MOVIE,2020,Uk,103,"action, family, comedy",US,1,5,10198
High Score,SHOW,2020,TV-14,42,"documentation, history",US,1,7,7733
The Last Thing He Wanted,MOVIE,2020,R,116,"drama, thriller, crime","GB, US",1,4,14716
Kipo and the Age of Wonderbeasts,SHOW,2020,TV-Y7,24,"animation, action, comedy, family, fantasy, scifi",US,3,8,5293
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,MOVIE,2019,Uk,142,"music, documentation, history",US,1,7,6550
Lost Bullet,MOVIE,2020,Uk,92,"thriller, crime, action","BE, FR",1,6,9264
Vita & Virginia,MOVIE,2019,Uk,110,"drama, romance, european","IE, GB",1,5,3767
The Vanished,MOVIE,2020,R,115,"thriller, crime, action",US,1,5,10011
Unabomber: In His Own Words,SHOW,2020,TV-MA,43,"crime, documentation",US,1,7,3338
Garth Brooks: The Road I'm On,SHOW,2019,TV-PG,86,"reality, documentation",US,1,7,285
Ares,SHOW,2020,TV-MA,29,"thriller, drama, horror",NL,1,5,4298
The Reason I Jump,MOVIE,2020,Uk,82,"documentation, drama","US, GB",1,7,802
Children of the Sea,MOVIE,2019,Uk,112,"thriller, animation, fantasy, scifi, drama, family",JP,1,6,2622
The Confession Killer,SHOW,2019,TV-14,48,"crime, documentation",US,1,7,8733
The Game Changers,MOVIE,2019,Uk,88,documentation,US,1,7,19708
Traitors,SHOW,2019,TV-MA,50,"war, thriller",GB,1,6,3020
Valeria,SHOW,2020,TV-MA,41,"drama, comedy, romance",ES,2,6,5510
Tidying Up with Marie Kondo,SHOW,2019,TV-PG,34,reality,US,1,6,3529
Concrete Cowboy,MOVIE,2020,R,111,"western, drama","US, GB",1,6,8517
Aunty Donna's Big Ol House of Fun,SHOW,2020,TV-MA,20,comedy,AU,1,8,6140
Tales of the City,SHOW,2019,TV-MA,56,drama,US,1,7,7715
Charlie Says,MOVIE,2019,R,104,"crime, drama, documentation",US,1,5,4256
Mike Birbiglia: The New One,MOVIE,2019,Uk,85,comedy,,1,7,1815
Historical Roasts,SHOW,2019,TV-MA,29,comedy,US,1,5,1675
1BR,MOVIE,2019,Uk,90,"horror, thriller, drama",US,1,5,11983
Bill Burr: Paper Tiger,MOVIE,2019,Uk,67,comedy,"GB, US",1,8,10649
La Révolution,SHOW,2020,TV-MA,46,"drama, fantasy, thriller, action",FR,1,6,5512
The Silence of Others,MOVIE,2019,Uk,95,"documentation, history, european","FR, ES, US, CA",1,8,2048
Nobody Sleeps in the Woods Tonight,MOVIE,2020,Uk,102,"thriller, drama, fantasy, horror, romance, european",PL,1,4,11304
Challenger: The Final Flight,SHOW,2020,TV-14,45,"documentation, history",US,1,7,6778
Calm with Horses,MOVIE,2020,Uk,100,"drama, crime","IE, GB",1,6,5396
A Whisker Away,MOVIE,2020,Uk,104,"fantasy, drama, family, romance, animation",JP,1,6,9353
Lost Girls,MOVIE,2020,R,95,"thriller, crime, drama",US,1,6,21040
We Can Be Heroes,MOVIE,2020,PG,97,"fantasy, comedy, family, action, drama",US,1,4,14401
Grand Army,SHOW,2020,TV-MA,52,drama,US,1,7,6279
Tell Me Who I Am,MOVIE,2019,Uk,85,"thriller, drama, documentation",GB,1,7,14215
Violet Evergarden: The Movie,MOVIE,2020,PG,140,"fantasy, romance, animation, drama",JP,1,8,5631
The I-Land,SHOW,2019,TV-MA,40,"drama, scifi, reality",US,1,4,16918
Killer Inside: The Mind of Aaron Hernandez,SHOW,2020,TV-MA,67,"crime, documentation, sport",US,1,7,16649
Skylines,SHOW,2019,TV-MA,60,"drama, music, crime, documentation, reality",DE,1,7,2627
Paddleton,MOVIE,2019,R,89,"drama, comedy",US,1,7,13419
Inside Bill's Brain: Decoding Bill Gates,SHOW,2019,TV-14,50,documentation,US,1,7,10776
What Lies Below,MOVIE,2020,Uk,87,"horror, thriller, scifi",US,1,4,8125
Vampires vs. the Bronx,MOVIE,2020,PG-13,86,"comedy, horror",US,1,5,9627
Song Exploder,SHOW,2020,TV-MA,27,"documentation, music",US,2,7,758
Chambers,SHOW,2019,TV-MA,44,"drama, thriller, fantasy, horror",US,1,6,8380
"The Mind, Explained",SHOW,2019,TV-14,21,documentation,US,2,8,5230
The Chef Show,SHOW,2019,TV-MA,26,documentation,US,2,8,5025
The Stronghold,MOVIE,2020,Uk,105,"action, crime, thriller, european",FR,1,6,9422
Rise of Empires: Ottoman,SHOW,2020,Uk,45,"documentation, drama, history, war, action",TR,2,7,22045
The Last Czars,SHOW,2019,TV-MA,45,"documentation, drama, history, romance, war",GB,1,7,8096
The Swarm,MOVIE,2020,Uk,101,"horror, drama, fantasy, european",FR,1,5,6710
The Life Ahead,MOVIE,2020,PG-13,94,"drama, european","US, IT",1,6,14021
Darwin's Game,SHOW,2020,TV-14,23,"scifi, action, drama, animation",JP,1,7,2284
The Kindness of Strangers,MOVIE,2019,Uk,112,"drama, european","US, FR, SE, GB, DE, DK, CA",1,6,3515
Captain Underpants: Epic Choice-o-rama,MOVIE,2020,Uk,37,"fantasy, comedy, family, scifi, animation, action",US,1,6,80
Biohackers,SHOW,2020,TV-MA,42,"scifi, thriller, drama",DE,2,6,9346
Sightless,MOVIE,2020,Uk,89,"drama, thriller, horror",US,1,5,8113
Fear City: New York vs The Mafia,SHOW,2020,TV-MA,52,"crime, documentation",US,1,7,7215
Gentefied,SHOW,2020,TV-MA,30,"comedy, drama",US,2,7,2641
Hotel Del Luna,SHOW,2019,TV-14,80,"action, comedy, drama, fantasy, horror, romance, scifi",KR,1,8,7832
The Baker and the Beauty,SHOW,2020,TV-14,44,"romance, comedy, drama",US,1,7,4160
Her Private Life,SHOW,2019,TV-14,74,"drama, comedy, romance",KR,2,7,3665
Rim of the World,MOVIE,2019,PG,99,"comedy, scifi, action",US,1,5,23651
Control Z,SHOW,2020,TV-MA,36,"drama, thriller",MX,2,6,8235
Power Rangers Beast Morphers,SHOW,2019,TV-Y7,23,"animation, scifi, action, comedy, drama, fantasy, thriller",ES,2,6,585
Death of Me,MOVIE,2020,R,95,"horror, thriller","TH, US",1,4,6041
Capitani,SHOW,2019,TV-MA,28,"thriller, crime, drama",LU,2,6,4355
A Fall from Grace,MOVIE,2020,Uk,120,"fantasy, thriller, drama",US,1,5,15029
The Best of Enemies,MOVIE,2019,PG-13,133,"drama, history",US,1,7,16441
Home for Christmas,SHOW,2019,TV-MA,29,"comedy, drama, romance",NO,2,7,13670
Quicksand,SHOW,2019,TV-MA,46,"drama, crime, thriller",SE,1,7,21077
"Sex, Explained",SHOW,2020,TV-MA,22,documentation,US,1,6,3177
Rainbow High,SHOW,2020,TV-Y,6,"comedy, family, animation",US,3,6,116
Secret Obsession,MOVIE,2019,Uk,97,"thriller, drama",US,1,4,21011
Ju-On: Origins,SHOW,2020,TV-MA,29,"thriller, drama, horror",JP,1,6,4467
Ala Vaikunthapurramuloo,MOVIE,2020,PG-13,165,"drama, action, comedy",IN,1,7,14839
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,MOVIE,2020,PG-13,80,"comedy, romance, scifi",US,1,7,5211
Cadaver,MOVIE,2020,Uk,86,"thriller, horror, drama","NO, FI",1,5,9608
The Paramedic,MOVIE,2020,Uk,94,"thriller, action, crime, drama",ES,1,5,12092
Special,SHOW,2019,TV-MA,26,"comedy, drama",US,2,7,9202
Exhibit A,SHOW,2019,TV-14,36,"crime, family, documentation",US,1,6,1030
Itaewon Class,SHOW,2020,TV-MA,69,"drama, romance",KR,1,8,12030
See You Yesterday,MOVIE,2019,Uk,87,"drama, action, crime, scifi, thriller",US,1,5,10663
Turn Up Charlie,SHOW,2019,TV-MA,26,"drama, comedy, music",GB,1,7,7251
The Disappearance of Madeleine McCann,SHOW,2019,TV-14,59,"crime, documentation",GB,1,6,10286
